month_year,Crime Name1,Crime Name2,count
2020-08,Crime Against Society,Weapon Law Violations,4
2020-09,Crime Against Not a Crime,Runaway,9
2020-09,Crime Against Person,Aggravated Assault,15
2020-09,Crime Against Person,Forcible Fondling,8
2020-09,Crime Against Person,Forcible Rape,6
2020-09,Crime Against Person,Forcible Sodomy,5
2020-09,Crime Against Person,Intimidation,3
2020-09,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2020-09,Crime Against Person,Sexual Assault With An Object,3
2020-09,Crime Against Person,Simple Assault,74
2020-09,Crime Against Person,Statuory Rape,1
2020-09,Crime Against Property,All other Larceny,156
2020-09,Crime Against Property,Burglary/Breaking and Entering,73
2020-09,Crime Against Property,Counterfeiting/Forgery,27
2020-09,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,48
2020-09,Crime Against Property,Destruction/Damage/Vandalism of Property,190
2020-09,Crime Against Property,Embezzlement,4
2020-09,Crime Against Property,Extortion/Blackmail,4
2020-09,Crime Against Property,False Pretenses/Swindle/Confidence Game,51
2020-09,Crime Against Property,Identity Theft,29
2020-09,Crime Against Property,Impersonation,2
2020-09,Crime Against Property,Motor Vehicle Theft,95
2020-09,Crime Against Property,Pocket/picking,2
2020-09,Crime Against Property,Purse-snatching,3
2020-09,Crime Against Property,Robbery,14
2020-09,Crime Against Property,Shoplifting,89
2020-09,Crime Against Property,Stolen Property Offenses,2
2020-09,Crime Against Property,Theft From Motor Vehicle,401
2020-09,Crime Against Property,Theft from Building,75
2020-09,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,108
2020-09,Crime Against Society,All Other Offenses,310
2020-09,Crime Against Society,Disorderly Conduct,18
2020-09,Crime Against Society,Driving Under the Influence,40
2020-09,Crime Against Society,Drug Equipment Violations,8
2020-09,Crime Against Society,Drug/Narcotic Violations,42
2020-09,Crime Against Society,"Family Offenses, NonViolent",5
2020-09,Crime Against Society,Liquor Law Violations,8
2020-09,Crime Against Society,Trespass of Real Property,11
2020-09,Crime Against Society,Weapon Law Violations,8
2020-10,Crime Against Not a Crime,Runaway,15
2020-10,Crime Against Person,Aggravated Assault,18
2020-10,Crime Against Person,Forcible Fondling,10
2020-10,Crime Against Person,Forcible Rape,9
2020-10,Crime Against Person,Forcible Sodomy,1
2020-10,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2020-10,Crime Against Person,Intimidation,1
2020-10,Crime Against Person,Sexual Assault With An Object,1
2020-10,Crime Against Person,Simple Assault,65
2020-10,Crime Against Person,Statuory Rape,1
2020-10,Crime Against Property,All other Larceny,135
2020-10,Crime Against Property,Burglary/Breaking and Entering,58
2020-10,Crime Against Property,Counterfeiting/Forgery,18
2020-10,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,35
2020-10,Crime Against Property,Destruction/Damage/Vandalism of Property,175
2020-10,Crime Against Property,Embezzlement,5
2020-10,Crime Against Property,Extortion/Blackmail,8
2020-10,Crime Against Property,False Pretenses/Swindle/Confidence Game,50
2020-10,Crime Against Property,Identity Theft,43
2020-10,Crime Against Property,Motor Vehicle Theft,79
2020-10,Crime Against Property,Pocket/picking,3
2020-10,Crime Against Property,Purse-snatching,3
2020-10,Crime Against Property,Robbery,26
2020-10,Crime Against Property,Shoplifting,91
2020-10,Crime Against Property,Theft From Motor Vehicle,313
2020-10,Crime Against Property,Theft from Building,87
2020-10,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,108
2020-10,Crime Against Property,Wire Fraud,2
2020-10,Crime Against Society,All Other Offenses,311
2020-10,Crime Against Society,Assisting or Promoting Prostitution,1
2020-10,Crime Against Society,Disorderly Conduct,21
2020-10,Crime Against Society,Driving Under the Influence,35
2020-10,Crime Against Society,Drug Equipment Violations,5
2020-10,Crime Against Society,Drug/Narcotic Violations,28
2020-10,Crime Against Society,"Family Offenses, NonViolent",5
2020-10,Crime Against Society,Liquor Law Violations,7
2020-10,Crime Against Society,Prostitution,2
2020-10,Crime Against Society,Trespass of Real Property,13
2020-10,Crime Against Society,Weapon Law Violations,10
2020-11,Crime Against Not a Crime,Runaway,14
2020-11,Crime Against Person,Aggravated Assault,17
2020-11,Crime Against Person,Forcible Fondling,5
2020-11,Crime Against Person,Forcible Rape,6
2020-11,Crime Against Person,Forcible Sodomy,6
2020-11,Crime Against Person,Kidnapping/Abduction,1
2020-11,Crime Against Person,Sexual Assault With An Object,1
2020-11,Crime Against Person,Simple Assault,72
2020-11,Crime Against Property,All other Larceny,114
2020-11,Crime Against Property,Burglary/Breaking and Entering,66
2020-11,Crime Against Property,Counterfeiting/Forgery,30
2020-11,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,47
2020-11,Crime Against Property,Destruction/Damage/Vandalism of Property,187
2020-11,Crime Against Property,Embezzlement,6
2020-11,Crime Against Property,Extortion/Blackmail,3
2020-11,Crime Against Property,False Pretenses/Swindle/Confidence Game,53
2020-11,Crime Against Property,Identity Theft,38
2020-11,Crime Against Property,Impersonation,3
2020-11,Crime Against Property,Motor Vehicle Theft,79
2020-11,Crime Against Property,Pocket/picking,6
2020-11,Crime Against Property,Purse-snatching,1
2020-11,Crime Against Property,Robbery,17
2020-11,Crime Against Property,Shoplifting,77
2020-11,Crime Against Property,Theft From Motor Vehicle,347
2020-11,Crime Against Property,Theft from Building,82
2020-11,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,85
2020-11,Crime Against Property,Wire Fraud,1
2020-11,Crime Against Society,All Other Offenses,305
2020-11,Crime Against Society,Disorderly Conduct,10
2020-11,Crime Against Society,Driving Under the Influence,26
2020-11,Crime Against Society,Drug Equipment Violations,1
2020-11,Crime Against Society,Drug/Narcotic Violations,26
2020-11,Crime Against Society,"Family Offenses, NonViolent",2
2020-11,Crime Against Society,Liquor Law Violations,4
2020-11,Crime Against Society,Trespass of Real Property,8
2020-11,Crime Against Society,Weapon Law Violations,4
2020-12,Crime Against Not a Crime,Runaway,8
2020-12,Crime Against Person,Aggravated Assault,14
2020-12,Crime Against Person,Forcible Fondling,6
2020-12,Crime Against Person,Forcible Rape,5
2020-12,Crime Against Person,Forcible Sodomy,3
2020-12,Crime Against Person,Sexual Assault With An Object,1
2020-12,Crime Against Person,Simple Assault,69
2020-12,Crime Against Property,All other Larceny,102
2020-12,Crime Against Property,Burglary/Breaking and Entering,61
2020-12,Crime Against Property,Counterfeiting/Forgery,25
2020-12,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,52
2020-12,Crime Against Property,Destruction/Damage/Vandalism of Property,150
2020-12,Crime Against Property,Embezzlement,2
2020-12,Crime Against Property,Extortion/Blackmail,2
2020-12,Crime Against Property,False Pretenses/Swindle/Confidence Game,47
2020-12,Crime Against Property,Identity Theft,43
2020-12,Crime Against Property,Impersonation,3
2020-12,Crime Against Property,Motor Vehicle Theft,84
2020-12,Crime Against Property,Pocket/picking,4
2020-12,Crime Against Property,Purse-snatching,2
2020-12,Crime Against Property,Robbery,13
2020-12,Crime Against Property,Shoplifting,83
2020-12,Crime Against Property,Stolen Property Offenses,2
2020-12,Crime Against Property,Theft From Motor Vehicle,320
2020-12,Crime Against Property,Theft from Building,87
2020-12,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,145
2020-12,Crime Against Property,Wire Fraud,2
2020-12,Crime Against Society,All Other Offenses,295
2020-12,Crime Against Society,Animal Cruelty,1
2020-12,Crime Against Society,Assisting or Promoting Prostitution,1
2020-12,Crime Against Society,Disorderly Conduct,13
2020-12,Crime Against Society,Driving Under the Influence,37
2020-12,Crime Against Society,Drug Equipment Violations,2
2020-12,Crime Against Society,Drug/Narcotic Violations,20
2020-12,Crime Against Society,"Family Offenses, NonViolent",3
2020-12,Crime Against Society,Liquor Law Violations,1
2020-12,Crime Against Society,Trespass of Real Property,6
2020-12,Crime Against Society,Weapon Law Violations,4
2021-01,Crime Against Not a Crime,Runaway,8
2021-01,Crime Against Person,Aggravated Assault,24
2021-01,Crime Against Person,Forcible Fondling,8
2021-01,Crime Against Person,Forcible Rape,3
2021-01,Crime Against Person,Forcible Sodomy,1
2021-01,Crime Against Person,Murder and Nonnegligent Manslaughter,2
2021-01,Crime Against Person,Sexual Assault With An Object,3
2021-01,Crime Against Person,Simple Assault,59
2021-01,Crime Against Property,All other Larceny,78
2021-01,Crime Against Property,Arson,1
2021-01,Crime Against Property,Burglary/Breaking and Entering,46
2021-01,Crime Against Property,Counterfeiting/Forgery,7
2021-01,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,24
2021-01,Crime Against Property,Destruction/Damage/Vandalism of Property,155
2021-01,Crime Against Property,Embezzlement,1
2021-01,Crime Against Property,Extortion/Blackmail,4
2021-01,Crime Against Property,False Pretenses/Swindle/Confidence Game,34
2021-01,Crime Against Property,From Coin/Operated Machine or Device,1
2021-01,Crime Against Property,Hacking/Computer Invasion,1
2021-01,Crime Against Property,Identity Theft,50
2021-01,Crime Against Property,Impersonation,3
2021-01,Crime Against Property,Motor Vehicle Theft,77
2021-01,Crime Against Property,Purse-snatching,1
2021-01,Crime Against Property,Robbery,18
2021-01,Crime Against Property,Shoplifting,75
2021-01,Crime Against Property,Theft From Motor Vehicle,299
2021-01,Crime Against Property,Theft from Building,75
2021-01,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,104
2021-01,Crime Against Property,Wire Fraud,3
2021-01,Crime Against Society,All Other Offenses,271
2021-01,Crime Against Society,Disorderly Conduct,12
2021-01,Crime Against Society,Driving Under the Influence,28
2021-01,Crime Against Society,Drug Equipment Violations,4
2021-01,Crime Against Society,Drug/Narcotic Violations,27
2021-01,Crime Against Society,"Family Offenses, NonViolent",3
2021-01,Crime Against Society,Liquor Law Violations,3
2021-01,Crime Against Society,Trespass of Real Property,7
2021-01,Crime Against Society,Weapon Law Violations,8
2021-02,Crime Against Not a Crime,Runaway,11
2021-02,Crime Against Person,Aggravated Assault,11
2021-02,Crime Against Person,Forcible Fondling,6
2021-02,Crime Against Person,Forcible Rape,8
2021-02,Crime Against Person,"Human Trafficking, Involuntary Servitude",1
2021-02,Crime Against Person,Intimidation,2
2021-02,Crime Against Person,Sexual Assault With An Object,2
2021-02,Crime Against Person,Simple Assault,53
2021-02,Crime Against Property,All other Larceny,72
2021-02,Crime Against Property,Arson,2
2021-02,Crime Against Property,Burglary/Breaking and Entering,56
2021-02,Crime Against Property,Counterfeiting/Forgery,11
2021-02,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,25
2021-02,Crime Against Property,Destruction/Damage/Vandalism of Property,102
2021-02,Crime Against Property,Embezzlement,2
2021-02,Crime Against Property,Extortion/Blackmail,3
2021-02,Crime Against Property,False Pretenses/Swindle/Confidence Game,39
2021-02,Crime Against Property,From Coin/Operated Machine or Device,1
2021-02,Crime Against Property,Identity Theft,44
2021-02,Crime Against Property,Motor Vehicle Theft,57
2021-02,Crime Against Property,Pocket/picking,2
2021-02,Crime Against Property,Purse-snatching,1
2021-02,Crime Against Property,Robbery,16
2021-02,Crime Against Property,Shoplifting,71
2021-02,Crime Against Property,Theft From Motor Vehicle,235
2021-02,Crime Against Property,Theft from Building,59
2021-02,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,55
2021-02,Crime Against Property,Wire Fraud,6
2021-02,Crime Against Society,All Other Offenses,252
2021-02,Crime Against Society,Animal Cruelty,1
2021-02,Crime Against Society,Disorderly Conduct,9
2021-02,Crime Against Society,Driving Under the Influence,18
2021-02,Crime Against Society,Drug Equipment Violations,2
2021-02,Crime Against Society,Drug/Narcotic Violations,16
2021-02,Crime Against Society,Liquor Law Violations,1
2021-02,Crime Against Society,Pornography/Obscene Material,1
2021-02,Crime Against Society,Trespass of Real Property,4
2021-02,Crime Against Society,Weapon Law Violations,2
2021-03,Crime Against Not a Crime,Runaway,6
2021-03,Crime Against Person,Aggravated Assault,8
2021-03,Crime Against Person,Forcible Fondling,4
2021-03,Crime Against Person,Forcible Rape,5
2021-03,Crime Against Person,Forcible Sodomy,3
2021-03,Crime Against Person,Intimidation,2
2021-03,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2021-03,Crime Against Person,Sexual Assault With An Object,1
2021-03,Crime Against Person,Simple Assault,77
2021-03,Crime Against Property,All other Larceny,83
2021-03,Crime Against Property,Burglary/Breaking and Entering,58
2021-03,Crime Against Property,Counterfeiting/Forgery,9
2021-03,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,31
2021-03,Crime Against Property,Destruction/Damage/Vandalism of Property,145
2021-03,Crime Against Property,Embezzlement,3
2021-03,Crime Against Property,Extortion/Blackmail,3
2021-03,Crime Against Property,False Pretenses/Swindle/Confidence Game,34
2021-03,Crime Against Property,Identity Theft,54
2021-03,Crime Against Property,Motor Vehicle Theft,73
2021-03,Crime Against Property,Pocket/picking,2
2021-03,Crime Against Property,Purse-snatching,1
2021-03,Crime Against Property,Robbery,13
2021-03,Crime Against Property,Shoplifting,56
2021-03,Crime Against Property,Stolen Property Offenses,1
2021-03,Crime Against Property,Theft From Motor Vehicle,254
2021-03,Crime Against Property,Theft from Building,66
2021-03,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,124
2021-03,Crime Against Property,Wire Fraud,1
2021-03,Crime Against Society,All Other Offenses,276
2021-03,Crime Against Society,Assisting or Promoting Prostitution,1
2021-03,Crime Against Society,Disorderly Conduct,16
2021-03,Crime Against Society,Driving Under the Influence,30
2021-03,Crime Against Society,Drug Equipment Violations,2
2021-03,Crime Against Society,Drug/Narcotic Violations,16
2021-03,Crime Against Society,Liquor Law Violations,1
2021-03,Crime Against Society,Trespass of Real Property,8
2021-03,Crime Against Society,Weapon Law Violations,3
2021-04,Crime Against Not a Crime,Runaway,8
2021-04,Crime Against Person,Aggravated Assault,22
2021-04,Crime Against Person,Forcible Fondling,8
2021-04,Crime Against Person,Forcible Rape,11
2021-04,Crime Against Person,Forcible Sodomy,7
2021-04,Crime Against Person,Intimidation,1
2021-04,Crime Against Person,Kidnapping/Abduction,1
2021-04,Crime Against Person,Sexual Assault With An Object,1
2021-04,Crime Against Person,Simple Assault,59
2021-04,Crime Against Person,Statuory Rape,1
2021-04,Crime Against Property,All other Larceny,90
2021-04,Crime Against Property,Arson,1
2021-04,Crime Against Property,Burglary/Breaking and Entering,37
2021-04,Crime Against Property,Counterfeiting/Forgery,9
2021-04,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,36
2021-04,Crime Against Property,Destruction/Damage/Vandalism of Property,140
2021-04,Crime Against Property,Embezzlement,4
2021-04,Crime Against Property,Extortion/Blackmail,2
2021-04,Crime Against Property,False Pretenses/Swindle/Confidence Game,29
2021-04,Crime Against Property,Identity Theft,42
2021-04,Crime Against Property,Motor Vehicle Theft,84
2021-04,Crime Against Property,Pocket/picking,2
2021-04,Crime Against Property,Purse-snatching,1
2021-04,Crime Against Property,Robbery,6
2021-04,Crime Against Property,Shoplifting,77
2021-04,Crime Against Property,Stolen Property Offenses,2
2021-04,Crime Against Property,Theft From Motor Vehicle,215
2021-04,Crime Against Property,Theft from Building,77
2021-04,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,118
2021-04,Crime Against Property,Wire Fraud,2
2021-04,Crime Against Society,All Other Offenses,299
2021-04,Crime Against Society,Animal Cruelty,1
2021-04,Crime Against Society,Assisting or Promoting Prostitution,1
2021-04,Crime Against Society,Disorderly Conduct,10
2021-04,Crime Against Society,Driving Under the Influence,21
2021-04,Crime Against Society,Drug/Narcotic Violations,20
2021-04,Crime Against Society,"Family Offenses, NonViolent",1
2021-04,Crime Against Society,Liquor Law Violations,3
2021-04,Crime Against Society,Prostitution,1
2021-04,Crime Against Society,Trespass of Real Property,6
2021-04,Crime Against Society,Weapon Law Violations,4
2021-05,Crime Against Not a Crime,Runaway,5
2021-05,Crime Against Person,Aggravated Assault,11
2021-05,Crime Against Person,Forcible Fondling,5
2021-05,Crime Against Person,Forcible Rape,9
2021-05,Crime Against Person,Forcible Sodomy,4
2021-05,Crime Against Person,Intimidation,1
2021-05,Crime Against Person,Sexual Assault With An Object,2
2021-05,Crime Against Person,Simple Assault,87
2021-05,Crime Against Person,Statuory Rape,2
2021-05,Crime Against Property,All other Larceny,82
2021-05,Crime Against Property,Arson,1
2021-05,Crime Against Property,Burglary/Breaking and Entering,44
2021-05,Crime Against Property,Counterfeiting/Forgery,16
2021-05,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,27
2021-05,Crime Against Property,Destruction/Damage/Vandalism of Property,174
2021-05,Crime Against Property,Embezzlement,3
2021-05,Crime Against Property,Extortion/Blackmail,2
2021-05,Crime Against Property,False Pretenses/Swindle/Confidence Game,35
2021-05,Crime Against Property,Identity Theft,70
2021-05,Crime Against Property,Impersonation,3
2021-05,Crime Against Property,Motor Vehicle Theft,109
2021-05,Crime Against Property,Pocket/picking,2
2021-05,Crime Against Property,Purse-snatching,2
2021-05,Crime Against Property,Robbery,13
2021-05,Crime Against Property,Shoplifting,96
2021-05,Crime Against Property,Stolen Property Offenses,3
2021-05,Crime Against Property,Theft From Motor Vehicle,300
2021-05,Crime Against Property,Theft from Building,71
2021-05,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,125
2021-05,Crime Against Property,Wire Fraud,1
2021-05,Crime Against Society,All Other Offenses,297
2021-05,Crime Against Society,Disorderly Conduct,14
2021-05,Crime Against Society,Driving Under the Influence,17
2021-05,Crime Against Society,Drug Equipment Violations,2
2021-05,Crime Against Society,Drug/Narcotic Violations,10
2021-05,Crime Against Society,"Family Offenses, NonViolent",3
2021-05,Crime Against Society,Liquor Law Violations,1
2021-05,Crime Against Society,Trespass of Real Property,10
2021-05,Crime Against Society,Weapon Law Violations,5
2021-06,Crime Against Not a Crime,Runaway,10
2021-06,Crime Against Person,Aggravated Assault,21
2021-06,Crime Against Person,Forcible Fondling,9
2021-06,Crime Against Person,Forcible Rape,8
2021-06,Crime Against Person,Forcible Sodomy,5
2021-06,Crime Against Person,Intimidation,1
2021-06,Crime Against Person,Kidnapping/Abduction,1
2021-06,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2021-06,Crime Against Person,Sexual Assault With An Object,3
2021-06,Crime Against Person,Simple Assault,77
2021-06,Crime Against Property,All other Larceny,118
2021-06,Crime Against Property,Arson,1
2021-06,Crime Against Property,Burglary/Breaking and Entering,31
2021-06,Crime Against Property,Counterfeiting/Forgery,20
2021-06,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,41
2021-06,Crime Against Property,Destruction/Damage/Vandalism of Property,167
2021-06,Crime Against Property,Embezzlement,5
2021-06,Crime Against Property,Extortion/Blackmail,1
2021-06,Crime Against Property,False Pretenses/Swindle/Confidence Game,38
2021-06,Crime Against Property,Identity Theft,69
2021-06,Crime Against Property,Impersonation,3
2021-06,Crime Against Property,Motor Vehicle Theft,76
2021-06,Crime Against Property,Pocket/picking,4
2021-06,Crime Against Property,Purse-snatching,1
2021-06,Crime Against Property,Robbery,14
2021-06,Crime Against Property,Shoplifting,68
2021-06,Crime Against Property,Stolen Property Offenses,2
2021-06,Crime Against Property,Theft From Motor Vehicle,262
2021-06,Crime Against Property,Theft from Building,85
2021-06,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,178
2021-06,Crime Against Property,Wire Fraud,1
2021-06,Crime Against Society,All Other Offenses,295
2021-06,Crime Against Society,Assisting or Promoting Prostitution,1
2021-06,Crime Against Society,Disorderly Conduct,9
2021-06,Crime Against Society,Driving Under the Influence,28
2021-06,Crime Against Society,Drug Equipment Violations,3
2021-06,Crime Against Society,Drug/Narcotic Violations,10
2021-06,Crime Against Society,"Family Offenses, NonViolent",4
2021-06,Crime Against Society,Liquor Law Violations,5
2021-06,Crime Against Society,Prostitution,1
2021-06,Crime Against Society,Trespass of Real Property,4
2021-06,Crime Against Society,Weapon Law Violations,7
2021-07,Crime Against Not a Crime,Runaway,11
2021-07,Crime Against Person,Aggravated Assault,24
2021-07,Crime Against Person,Forcible Fondling,5
2021-07,Crime Against Person,Forcible Rape,13
2021-07,Crime Against Person,Forcible Sodomy,4
2021-07,Crime Against Person,Intimidation,2
2021-07,Crime Against Person,Murder and Nonnegligent Manslaughter,2
2021-07,Crime Against Person,Sexual Assault With An Object,2
2021-07,Crime Against Person,Simple Assault,92
2021-07,Crime Against Person,Statuory Rape,1
2021-07,Crime Against Property,All other Larceny,110
2021-07,Crime Against Property,Arson,1
2021-07,Crime Against Property,Burglary/Breaking and Entering,48
2021-07,Crime Against Property,Counterfeiting/Forgery,17
2021-07,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,45
2021-07,Crime Against Property,Destruction/Damage/Vandalism of Property,214
2021-07,Crime Against Property,Embezzlement,2
2021-07,Crime Against Property,Extortion/Blackmail,1
2021-07,Crime Against Property,False Pretenses/Swindle/Confidence Game,37
2021-07,Crime Against Property,Identity Theft,47
2021-07,Crime Against Property,Motor Vehicle Theft,84
2021-07,Crime Against Property,Pocket/picking,3
2021-07,Crime Against Property,Purse-snatching,2
2021-07,Crime Against Property,Robbery,11
2021-07,Crime Against Property,Shoplifting,79
2021-07,Crime Against Property,Stolen Property Offenses,1
2021-07,Crime Against Property,Theft From Motor Vehicle,294
2021-07,Crime Against Property,Theft from Building,85
2021-07,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,149
2021-07,Crime Against Property,Wire Fraud,2
2021-07,Crime Against Society,All Other Offenses,320
2021-07,Crime Against Society,Disorderly Conduct,9
2021-07,Crime Against Society,Driving Under the Influence,38
2021-07,Crime Against Society,Drug Equipment Violations,4
2021-07,Crime Against Society,Drug/Narcotic Violations,23
2021-07,Crime Against Society,"Family Offenses, NonViolent",9
2021-07,Crime Against Society,Liquor Law Violations,5
2021-07,Crime Against Society,Trespass of Real Property,7
2021-07,Crime Against Society,Weapon Law Violations,9
2021-08,Crime Against Not a Crime,Runaway,4
2021-08,Crime Against Person,Aggravated Assault,14
2021-08,Crime Against Person,Forcible Fondling,10
2021-08,Crime Against Person,Forcible Rape,7
2021-08,Crime Against Person,Forcible Sodomy,4
2021-08,Crime Against Person,Intimidation,1
2021-08,Crime Against Person,Kidnapping/Abduction,1
2021-08,Crime Against Person,Sexual Assault With An Object,2
2021-08,Crime Against Person,Simple Assault,72
2021-08,Crime Against Property,All other Larceny,99
2021-08,Crime Against Property,Burglary/Breaking and Entering,67
2021-08,Crime Against Property,Counterfeiting/Forgery,24
2021-08,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,43
2021-08,Crime Against Property,Destruction/Damage/Vandalism of Property,150
2021-08,Crime Against Property,Embezzlement,2
2021-08,Crime Against Property,False Pretenses/Swindle/Confidence Game,36
2021-08,Crime Against Property,From Coin/Operated Machine or Device,1
2021-08,Crime Against Property,Identity Theft,48
2021-08,Crime Against Property,Impersonation,3
2021-08,Crime Against Property,Motor Vehicle Theft,121
2021-08,Crime Against Property,Pocket/picking,5
2021-08,Crime Against Property,Purse-snatching,1
2021-08,Crime Against Property,Robbery,7
2021-08,Crime Against Property,Shoplifting,74
2021-08,Crime Against Property,Stolen Property Offenses,1
2021-08,Crime Against Property,Theft From Motor Vehicle,296
2021-08,Crime Against Property,Theft from Building,80
2021-08,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,105
2021-08,Crime Against Property,Wire Fraud,2
2021-08,Crime Against Society,All Other Offenses,320
2021-08,Crime Against Society,Animal Cruelty,1
2021-08,Crime Against Society,Assisting or Promoting Prostitution,6
2021-08,Crime Against Society,Disorderly Conduct,18
2021-08,Crime Against Society,Driving Under the Influence,36
2021-08,Crime Against Society,Drug Equipment Violations,1
2021-08,Crime Against Society,Drug/Narcotic Violations,20
2021-08,Crime Against Society,"Family Offenses, NonViolent",4
2021-08,Crime Against Society,Liquor Law Violations,4
2021-08,Crime Against Society,Prostitution,2
2021-08,Crime Against Society,Trespass of Real Property,7
2021-08,Crime Against Society,Weapon Law Violations,6
2021-09,Crime Against Not a Crime,Runaway,11
2021-09,Crime Against Person,Aggravated Assault,20
2021-09,Crime Against Person,Forcible Fondling,14
2021-09,Crime Against Person,Forcible Rape,15
2021-09,Crime Against Person,Forcible Sodomy,4
2021-09,Crime Against Person,Murder and Nonnegligent Manslaughter,2
2021-09,Crime Against Person,Sexual Assault With An Object,4
2021-09,Crime Against Person,Simple Assault,106
2021-09,Crime Against Property,All other Larceny,108
2021-09,Crime Against Property,Burglary/Breaking and Entering,35
2021-09,Crime Against Property,Counterfeiting/Forgery,20
2021-09,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,38
2021-09,Crime Against Property,Destruction/Damage/Vandalism of Property,162
2021-09,Crime Against Property,Embezzlement,2
2021-09,Crime Against Property,Extortion/Blackmail,3
2021-09,Crime Against Property,False Pretenses/Swindle/Confidence Game,35
2021-09,Crime Against Property,Identity Theft,40
2021-09,Crime Against Property,Motor Vehicle Theft,91
2021-09,Crime Against Property,Pocket/picking,1
2021-09,Crime Against Property,Purse-snatching,1
2021-09,Crime Against Property,Robbery,15
2021-09,Crime Against Property,Shoplifting,72
2021-09,Crime Against Property,Stolen Property Offenses,1
2021-09,Crime Against Property,Theft From Motor Vehicle,280
2021-09,Crime Against Property,Theft from Building,96
2021-09,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,121
2021-09,Crime Against Property,Wire Fraud,2
2021-09,Crime Against Society,All Other Offenses,332
2021-09,Crime Against Society,Assisting or Promoting Prostitution,1
2021-09,Crime Against Society,Curfew/Loitering/Vagrancy Violations,1
2021-09,Crime Against Society,Disorderly Conduct,10
2021-09,Crime Against Society,Driving Under the Influence,27
2021-09,Crime Against Society,Drug Equipment Violations,3
2021-09,Crime Against Society,Drug/Narcotic Violations,24
2021-09,Crime Against Society,"Family Offenses, NonViolent",2
2021-09,Crime Against Society,Liquor Law Violations,3
2021-09,Crime Against Society,Pornography/Obscene Material,1
2021-09,Crime Against Society,Prostitution,1
2021-09,Crime Against Society,Trespass of Real Property,7
2021-09,Crime Against Society,Weapon Law Violations,12
2021-10,Crime Against Not a Crime,Runaway,15
2021-10,Crime Against Person,Aggravated Assault,23
2021-10,Crime Against Person,Forcible Fondling,10
2021-10,Crime Against Person,Forcible Rape,7
2021-10,Crime Against Person,Forcible Sodomy,6
2021-10,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2021-10,Crime Against Person,Intimidation,2
2021-10,Crime Against Person,Sexual Assault With An Object,2
2021-10,Crime Against Person,Simple Assault,127
2021-10,Crime Against Property,All other Larceny,108
2021-10,Crime Against Property,Arson,2
2021-10,Crime Against Property,Burglary/Breaking and Entering,68
2021-10,Crime Against Property,Counterfeiting/Forgery,26
2021-10,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,53
2021-10,Crime Against Property,Destruction/Damage/Vandalism of Property,154
2021-10,Crime Against Property,Embezzlement,5
2021-10,Crime Against Property,Extortion/Blackmail,1
2021-10,Crime Against Property,False Pretenses/Swindle/Confidence Game,26
2021-10,Crime Against Property,Identity Theft,52
2021-10,Crime Against Property,Motor Vehicle Theft,127
2021-10,Crime Against Property,Pocket/picking,3
2021-10,Crime Against Property,Purse-snatching,6
2021-10,Crime Against Property,Robbery,11
2021-10,Crime Against Property,Shoplifting,70
2021-10,Crime Against Property,Theft From Motor Vehicle,342
2021-10,Crime Against Property,Theft from Building,76
2021-10,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,114
2021-10,Crime Against Property,Welfare Fraud,1
2021-10,Crime Against Property,Wire Fraud,1
2021-10,Crime Against Society,All Other Offenses,383
2021-10,Crime Against Society,Assisting or Promoting Prostitution,1
2021-10,Crime Against Society,Disorderly Conduct,11
2021-10,Crime Against Society,Driving Under the Influence,27
2021-10,Crime Against Society,Drug Equipment Violations,4
2021-10,Crime Against Society,Drug/Narcotic Violations,32
2021-10,Crime Against Society,"Family Offenses, NonViolent",6
2021-10,Crime Against Society,Liquor Law Violations,4
