month_year,Crime Name1,Crime Name2,count
2024-01,Crime Against Property,Extortion/Blackmail,3
2024-01,Crime Against Property,False Pretenses/Swindle/Confidence Game,33
2024-01,Crime Against Property,From Coin/Operated Machine or Device,1
2024-01,Crime Against Property,Hacking/Computer Invasion,1
2024-01,Crime Against Property,Identity Theft,45
2024-01,Crime Against Property,Impersonation,2
2024-01,Crime Against Property,Motor Vehicle Theft,256
2024-01,Crime Against Property,Robbery,9
2024-01,Crime Against Property,Shoplifting,130
2024-01,Crime Against Property,Theft From Motor Vehicle,275
2024-01,Crime Against Property,Theft from Building,60
2024-01,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,122
2024-01,Crime Against Property,Welfare Fraud,1
2024-01,Crime Against Society,All Other Offenses,53
2024-01,Crime Against Society,Animal Cruelty,1
2024-01,Crime Against Society,Assisting or Promoting Prostitution,1
2024-01,Crime Against Society,Disorderly Conduct,13
2024-01,Crime Against Society,Driving Under the Influence,13
2024-01,Crime Against Society,Drug Equipment Violations,5
2024-01,Crime Against Society,Drug/Narcotic Violations,14
2024-01,Crime Against Society,"Family Offenses, NonViolent",2
2024-01,Crime Against Society,Liquor Law Violations,1
2024-01,Crime Against Society,Pornography/Obscene Material,1
2024-01,Crime Against Society,Prostitution,3
2024-01,Crime Against Society,Trespass of Real Property,8
2024-01,Crime Against Society,Weapon Law Violations,14
2024-02,Crime Against Not a Crime,Runaway,10
2024-02,Crime Against Person,Aggravated Assault,10
2024-02,Crime Against Person,Forcible Fondling,10
2024-02,Crime Against Person,Forcible Rape,10
2024-02,Crime Against Person,Intimidation,4
2024-02,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2024-02,Crime Against Person,Sexual Assault With An Object,1
2024-02,Crime Against Person,Simple Assault,92
2024-02,Crime Against Person,Statuory Rape,3
2024-02,Crime Against Property,All other Larceny,74
2024-02,Crime Against Property,Burglary/Breaking and Entering,60
2024-02,Crime Against Property,Counterfeiting/Forgery,12
2024-02,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,40
2024-02,Crime Against Property,Destruction/Damage/Vandalism of Property,171
2024-02,Crime Against Property,Embezzlement,3
2024-02,Crime Against Property,Extortion/Blackmail,3
2024-02,Crime Against Property,False Pretenses/Swindle/Confidence Game,43
2024-02,Crime Against Property,From Coin/Operated Machine or Device,1
2024-02,Crime Against Property,Hacking/Computer Invasion,1
2024-02,Crime Against Property,Identity Theft,47
2024-02,Crime Against Property,Impersonation,6
2024-02,Crime Against Property,Motor Vehicle Theft,211
2024-02,Crime Against Property,Purse-snatching,4
2024-02,Crime Against Property,Robbery,20
2024-02,Crime Against Property,Shoplifting,128
2024-02,Crime Against Property,Theft From Motor Vehicle,207
2024-02,Crime Against Property,Theft from Building,51
2024-02,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,109
2024-02,Crime Against Property,Wire Fraud,3
2024-02,Crime Against Society,All Other Offenses,117
2024-02,Crime Against Society,Animal Cruelty,1
2024-02,Crime Against Society,Disorderly Conduct,12
2024-02,Crime Against Society,Driving Under the Influence,12
2024-02,Crime Against Society,Drug Equipment Violations,4
2024-02,Crime Against Society,Drug/Narcotic Violations,19
2024-02,Crime Against Society,"Family Offenses, NonViolent",2
2024-02,Crime Against Society,Liquor Law Violations,5
2024-02,Crime Against Society,Pornography/Obscene Material,1
2024-02,Crime Against Society,Trespass of Real Property,9
2024-02,Crime Against Society,Weapon Law Violations,12
2024-03,Crime Against Not a Crime,Runaway,12
2024-03,Crime Against Person,Aggravated Assault,21
2024-03,Crime Against Person,Forcible Fondling,5
2024-03,Crime Against Person,Forcible Rape,4
2024-03,Crime Against Person,Forcible Sodomy,1
2024-03,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2024-03,Crime Against Person,Intimidation,3
2024-03,Crime Against Person,Sexual Assault With An Object,2
2024-03,Crime Against Person,Simple Assault,79
2024-03,Crime Against Person,Statuory Rape,1
2024-03,Crime Against Property,All other Larceny,97
2024-03,Crime Against Property,Burglary/Breaking and Entering,55
2024-03,Crime Against Property,Counterfeiting/Forgery,13
2024-03,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,54
2024-03,Crime Against Property,Destruction/Damage/Vandalism of Property,131
2024-03,Crime Against Property,Embezzlement,2
2024-03,Crime Against Property,Extortion/Blackmail,1
2024-03,Crime Against Property,False Pretenses/Swindle/Confidence Game,23
2024-03,Crime Against Property,Identity Theft,39
2024-03,Crime Against Property,Impersonation,3
2024-03,Crime Against Property,Motor Vehicle Theft,191
2024-03,Crime Against Property,Pocket/picking,3
2024-03,Crime Against Property,Purse-snatching,1
2024-03,Crime Against Property,Robbery,16
2024-03,Crime Against Property,Shoplifting,137
2024-03,Crime Against Property,Theft From Motor Vehicle,207
2024-03,Crime Against Property,Theft from Building,75
2024-03,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,106
2024-03,Crime Against Property,Wire Fraud,2
2024-03,Crime Against Society,All Other Offenses,277
2024-03,Crime Against Society,Disorderly Conduct,10
2024-03,Crime Against Society,Driving Under the Influence,17
2024-03,Crime Against Society,Drug Equipment Violations,7
2024-03,Crime Against Society,Drug/Narcotic Violations,14
2024-03,Crime Against Society,Liquor Law Violations,2
2024-03,Crime Against Society,Trespass of Real Property,9
2024-03,Crime Against Society,Weapon Law Violations,7
2024-04,Crime Against Not a Crime,Runaway,16
2024-04,Crime Against Person,Aggravated Assault,15
2024-04,Crime Against Person,Forcible Fondling,7
2024-04,Crime Against Person,Forcible Rape,6
2024-04,Crime Against Person,Forcible Sodomy,4
2024-04,Crime Against Person,Intimidation,5
2024-04,Crime Against Person,Sexual Assault With An Object,2
2024-04,Crime Against Person,Simple Assault,66
2024-04,Crime Against Person,Statuory Rape,1
2024-04,Crime Against Property,All other Larceny,66
2024-04,Crime Against Property,Burglary/Breaking and Entering,58
2024-04,Crime Against Property,Counterfeiting/Forgery,10
2024-04,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,40
2024-04,Crime Against Property,Destruction/Damage/Vandalism of Property,163
2024-04,Crime Against Property,Embezzlement,1
2024-04,Crime Against Property,Extortion/Blackmail,3
2024-04,Crime Against Property,False Pretenses/Swindle/Confidence Game,32
2024-04,Crime Against Property,Identity Theft,27
2024-04,Crime Against Property,Impersonation,3
2024-04,Crime Against Property,Motor Vehicle Theft,192
2024-04,Crime Against Property,Pocket/picking,4
2024-04,Crime Against Property,Purse-snatching,1
2024-04,Crime Against Property,Robbery,8
2024-04,Crime Against Property,Shoplifting,134
2024-04,Crime Against Property,Theft From Motor Vehicle,198
2024-04,Crime Against Property,Theft from Building,56
2024-04,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,84
2024-04,Crime Against Society,All Other Offenses,305
2024-04,Crime Against Society,Assisting or Promoting Prostitution,1
2024-04,Crime Against Society,Disorderly Conduct,11
2024-04,Crime Against Society,Driving Under the Influence,8
2024-04,Crime Against Society,Drug Equipment Violations,5
2024-04,Crime Against Society,Drug/Narcotic Violations,11
2024-04,Crime Against Society,Liquor Law Violations,6
2024-04,Crime Against Society,Trespass of Real Property,8
2024-04,Crime Against Society,Weapon Law Violations,7
2024-05,Crime Against Not a Crime,Runaway,16
2024-05,Crime Against Person,Aggravated Assault,10
2024-05,Crime Against Person,Forcible Fondling,7
2024-05,Crime Against Person,Forcible Rape,10
2024-05,Crime Against Person,Forcible Sodomy,1
2024-05,Crime Against Person,"Human Trafficking, Commercial Sex Acts",3
2024-05,Crime Against Person,Intimidation,4
2024-05,Crime Against Person,Kidnapping/Abduction,1
2024-05,Crime Against Person,Simple Assault,80
2024-05,Crime Against Property,All other Larceny,92
2024-05,Crime Against Property,Burglary/Breaking and Entering,57
2024-05,Crime Against Property,Counterfeiting/Forgery,10
2024-05,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,47
2024-05,Crime Against Property,Destruction/Damage/Vandalism of Property,190
2024-05,Crime Against Property,Extortion/Blackmail,1
2024-05,Crime Against Property,False Pretenses/Swindle/Confidence Game,26
2024-05,Crime Against Property,Hacking/Computer Invasion,1
2024-05,Crime Against Property,Identity Theft,29
2024-05,Crime Against Property,Impersonation,1
2024-05,Crime Against Property,Motor Vehicle Theft,215
2024-05,Crime Against Property,Pocket/picking,3
2024-05,Crime Against Property,Purse-snatching,3
2024-05,Crime Against Property,Robbery,12
2024-05,Crime Against Property,Shoplifting,142
2024-05,Crime Against Property,Theft From Motor Vehicle,254
2024-05,Crime Against Property,Theft from Building,57
2024-05,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,135
2024-05,Crime Against Property,Wire Fraud,1
2024-05,Crime Against Society,All Other Offenses,252
2024-05,Crime Against Society,Assisting or Promoting Prostitution,3
2024-05,Crime Against Society,Disorderly Conduct,7
2024-05,Crime Against Society,Driving Under the Influence,13
2024-05,Crime Against Society,Drug Equipment Violations,3
2024-05,Crime Against Society,Drug/Narcotic Violations,20
2024-05,Crime Against Society,"Family Offenses, NonViolent",1
2024-05,Crime Against Society,Liquor Law Violations,4
2024-05,Crime Against Society,Prostitution,4
2024-05,Crime Against Society,Trespass of Real Property,9
2024-05,Crime Against Society,Weapon Law Violations,9
2024-06,Crime Against Not a Crime,Runaway,8
2024-06,Crime Against Person,Aggravated Assault,12
2024-06,Crime Against Person,Forcible Fondling,11
2024-06,Crime Against Person,Forcible Rape,4
2024-06,Crime Against Person,Forcible Sodomy,1
2024-06,Crime Against Person,Kidnapping/Abduction,1
2024-06,Crime Against Person,Simple Assault,85
2024-06,Crime Against Property,All other Larceny,93
2024-06,Crime Against Property,Burglary/Breaking and Entering,64
2024-06,Crime Against Property,Counterfeiting/Forgery,10
2024-06,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,54
2024-06,Crime Against Property,Destruction/Damage/Vandalism of Property,152
2024-06,Crime Against Property,Embezzlement,3
2024-06,Crime Against Property,False Pretenses/Swindle/Confidence Game,31
2024-06,Crime Against Property,Identity Theft,24
2024-06,Crime Against Property,Impersonation,1
2024-06,Crime Against Property,Motor Vehicle Theft,172
2024-06,Crime Against Property,Pocket/picking,2
2024-06,Crime Against Property,Robbery,14
2024-06,Crime Against Property,Shoplifting,93
2024-06,Crime Against Property,Theft From Motor Vehicle,224
2024-06,Crime Against Property,Theft from Building,70
2024-06,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,159
2024-06,Crime Against Property,Wire Fraud,1
2024-06,Crime Against Society,All Other Offenses,280
2024-06,Crime Against Society,Assisting or Promoting Prostitution,1
2024-06,Crime Against Society,Disorderly Conduct,8
2024-06,Crime Against Society,Driving Under the Influence,17
2024-06,Crime Against Society,Drug Equipment Violations,2
2024-06,Crime Against Society,Drug/Narcotic Violations,9
2024-06,Crime Against Society,"Family Offenses, NonViolent",3
2024-06,Crime Against Society,Liquor Law Violations,7
2024-06,Crime Against Society,Pornography/Obscene Material,1
2024-06,Crime Against Society,Prostitution,3
2024-06,Crime Against Society,Trespass of Real Property,5
2024-06,Crime Against Society,Weapon Law Violations,10
2024-07,Crime Against Not a Crime,Runaway,10
2024-07,Crime Against Person,Aggravated Assault,16
2024-07,Crime Against Person,Forcible Fondling,6
2024-07,Crime Against Person,Forcible Rape,6
2024-07,Crime Against Person,Forcible Sodomy,4
2024-07,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2024-07,Crime Against Person,Intimidation,2
2024-07,Crime Against Person,Simple Assault,55
2024-07,Crime Against Property,All other Larceny,99
2024-07,Crime Against Property,Burglary/Breaking and Entering,42
2024-07,Crime Against Property,Counterfeiting/Forgery,16
2024-07,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,52
2024-07,Crime Against Property,Destruction/Damage/Vandalism of Property,156
2024-07,Crime Against Property,Embezzlement,4
2024-07,Crime Against Property,False Pretenses/Swindle/Confidence Game,33
2024-07,Crime Against Property,Hacking/Computer Invasion,1
2024-07,Crime Against Property,Identity Theft,25
2024-07,Crime Against Property,Impersonation,1
2024-07,Crime Against Property,Motor Vehicle Theft,211
2024-07,Crime Against Property,Pocket/picking,1
2024-07,Crime Against Property,Purse-snatching,2
2024-07,Crime Against Property,Robbery,14
2024-07,Crime Against Property,Shoplifting,141
2024-07,Crime Against Property,Stolen Property Offenses,1
2024-07,Crime Against Property,Theft From Motor Vehicle,282
2024-07,Crime Against Property,Theft from Building,101
2024-07,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,99
2024-07,Crime Against Property,Wire Fraud,2
2024-07,Crime Against Society,All Other Offenses,283
2024-07,Crime Against Society,Assisting or Promoting Prostitution,1
2024-07,Crime Against Society,Disorderly Conduct,8
2024-07,Crime Against Society,Driving Under the Influence,12
2024-07,Crime Against Society,Drug Equipment Violations,5
2024-07,Crime Against Society,Drug/Narcotic Violations,9
2024-07,Crime Against Society,"Family Offenses, NonViolent",3
2024-07,Crime Against Society,Liquor Law Violations,1
2024-07,Crime Against Society,Pornography/Obscene Material,1
2024-07,Crime Against Society,Prostitution,3
2024-07,Crime Against Society,Trespass of Real Property,7
2024-07,Crime Against Society,Weapon Law Violations,3
2024-08,Crime Against Not a Crime,Runaway,9
2024-08,Crime Against Person,Aggravated Assault,18
2024-08,Crime Against Person,Forcible Fondling,9
2024-08,Crime Against Person,Forcible Rape,10
2024-08,Crime Against Person,Forcible Sodomy,1
2024-08,Crime Against Person,"Human Trafficking, Commercial Sex Acts",3
2024-08,Crime Against Person,Kidnapping/Abduction,1
2024-08,Crime Against Person,Simple Assault,67
2024-08,Crime Against Property,All other Larceny,107
2024-08,Crime Against Property,Burglary/Breaking and Entering,81
2024-08,Crime Against Property,Counterfeiting/Forgery,12
2024-08,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,44
2024-08,Crime Against Property,Destruction/Damage/Vandalism of Property,143
2024-08,Crime Against Property,Embezzlement,3
2024-08,Crime Against Property,Extortion/Blackmail,2
2024-08,Crime Against Property,False Pretenses/Swindle/Confidence Game,35
2024-08,Crime Against Property,Hacking/Computer Invasion,1
2024-08,Crime Against Property,Identity Theft,25
2024-08,Crime Against Property,Impersonation,1
2024-08,Crime Against Property,Motor Vehicle Theft,166
2024-08,Crime Against Property,Pocket/picking,7
2024-08,Crime Against Property,Purse-snatching,3
2024-08,Crime Against Property,Robbery,7
2024-08,Crime Against Property,Shoplifting,116
2024-08,Crime Against Property,Stolen Property Offenses,1
2024-08,Crime Against Property,Theft From Motor Vehicle,199
2024-08,Crime Against Property,Theft from Building,99
2024-08,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,142
2024-08,Crime Against Property,Wire Fraud,1
2024-08,Crime Against Society,All Other Offenses,262
2024-08,Crime Against Society,Assisting or Promoting Prostitution,3
2024-08,Crime Against Society,Disorderly Conduct,9
2024-08,Crime Against Society,Driving Under the Influence,12
2024-08,Crime Against Society,Drug Equipment Violations,4
2024-08,Crime Against Society,Drug/Narcotic Violations,15
2024-08,Crime Against Society,"Family Offenses, NonViolent",6
2024-08,Crime Against Society,Liquor Law Violations,1
2024-08,Crime Against Society,Prostitution,9
2024-08,Crime Against Society,Trespass of Real Property,11
2024-08,Crime Against Society,Weapon Law Violations,2
2024-09,Crime Against Not a Crime,Runaway,8
2024-09,Crime Against Person,Aggravated Assault,11
2024-09,Crime Against Person,Forcible Fondling,12
2024-09,Crime Against Person,Forcible Rape,2
2024-09,Crime Against Person,Forcible Sodomy,3
2024-09,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2024-09,Crime Against Person,Simple Assault,67
2024-09,Crime Against Property,All other Larceny,91
2024-09,Crime Against Property,Burglary/Breaking and Entering,55
2024-09,Crime Against Property,Counterfeiting/Forgery,13
2024-09,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,39
2024-09,Crime Against Property,Destruction/Damage/Vandalism of Property,154
2024-09,Crime Against Property,Embezzlement,4
2024-09,Crime Against Property,Extortion/Blackmail,2
2024-09,Crime Against Property,False Pretenses/Swindle/Confidence Game,33
2024-09,Crime Against Property,Hacking/Computer Invasion,2
2024-09,Crime Against Property,Identity Theft,29
2024-09,Crime Against Property,Motor Vehicle Theft,187
2024-09,Crime Against Property,Pocket/picking,5
2024-09,Crime Against Property,Robbery,15
2024-09,Crime Against Property,Shoplifting,147
2024-09,Crime Against Property,Stolen Property Offenses,1
2024-09,Crime Against Property,Theft From Motor Vehicle,224
2024-09,Crime Against Property,Theft from Building,70
2024-09,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,149
2024-09,Crime Against Society,All Other Offenses,283
2024-09,Crime Against Society,Disorderly Conduct,18
2024-09,Crime Against Society,Driving Under the Influence,19
2024-09,Crime Against Society,Drug Equipment Violations,2
2024-09,Crime Against Society,Drug/Narcotic Violations,23
2024-09,Crime Against Society,Liquor Law Violations,2
2024-09,Crime Against Society,Prostitution,4
2024-09,Crime Against Society,Trespass of Real Property,9
2024-09,Crime Against Society,Weapon Law Violations,13
2024-10,Crime Against Not a Crime,Runaway,13
2024-10,Crime Against Person,Aggravated Assault,11
2024-10,Crime Against Person,Forcible Fondling,10
2024-10,Crime Against Person,Forcible Rape,12
2024-10,Crime Against Person,Forcible Sodomy,3
2024-10,Crime Against Person,Intimidation,1
2024-10,Crime Against Person,Kidnapping/Abduction,1
2024-10,Crime Against Person,Simple Assault,65
2024-10,Crime Against Property,All other Larceny,105
2024-10,Crime Against Property,Burglary/Breaking and Entering,61
2024-10,Crime Against Property,Counterfeiting/Forgery,7
2024-10,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,22
2024-10,Crime Against Property,Destruction/Damage/Vandalism of Property,209
2024-10,Crime Against Property,Embezzlement,3
2024-10,Crime Against Property,Extortion/Blackmail,1
2024-10,Crime Against Property,False Pretenses/Swindle/Confidence Game,26
2024-10,Crime Against Property,Identity Theft,27
2024-10,Crime Against Property,Motor Vehicle Theft,219
2024-10,Crime Against Property,Pocket/picking,1
2024-10,Crime Against Property,Purse-snatching,3
2024-10,Crime Against Property,Robbery,18
2024-10,Crime Against Property,Shoplifting,125
2024-10,Crime Against Property,Theft From Motor Vehicle,279
2024-10,Crime Against Property,Theft from Building,69
2024-10,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,192
2024-10,Crime Against Property,Wire Fraud,2
2024-10,Crime Against Society,All Other Offenses,287
2024-10,Crime Against Society,Disorderly Conduct,9
2024-10,Crime Against Society,Driving Under the Influence,17
2024-10,Crime Against Society,Drug Equipment Violations,2
2024-10,Crime Against Society,Drug/Narcotic Violations,15
2024-10,Crime Against Society,"Family Offenses, NonViolent",2
2024-10,Crime Against Society,Liquor Law Violations,12
2024-10,Crime Against Society,Prostitution,2
2024-10,Crime Against Society,Trespass of Real Property,4
2024-10,Crime Against Society,Weapon Law Violations,11
2024-11,Crime Against Property,All other Larceny,2
2024-11,Crime Against Property,Destruction/Damage/Vandalism of Property,1
2024-11,Crime Against Property,Identity Theft,1
2024-11,Crime Against Property,Motor Vehicle Theft,1
2024-11,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,2
