month_year,Crime Name2,count
2021-09,Stolen Property Offenses,1
2021-09,Theft From Motor Vehicle,280
2021-09,Theft from Building,96
2021-09,Theft of Motor Vehicle Parts or Accessories,121
2021-09,Trespass of Real Property,7
2021-09,Weapon Law Violations,12
2021-09,Wire Fraud,2
2021-10,Aggravated Assault,23
2021-10,All Other Offenses,383
2021-10,All other Larceny,108
2021-10,Arson,2
2021-10,Assisting or Promoting Prostitution,1
2021-10,Burglary/Breaking and Entering,68
2021-10,Counterfeiting/Forgery,26
2021-10,Credit Card/Automatic Teller Machine Fraud,53
2021-10,Destruction/Damage/Vandalism of Property,154
2021-10,Disorderly Conduct,11
2021-10,Driving Under the Influence,27
2021-10,Drug Equipment Violations,4
2021-10,Drug/Narcotic Violations,32
2021-10,Embezzlement,5
2021-10,Extortion/Blackmail,1
2021-10,False Pretenses/Swindle/Confidence Game,26
2021-10,"Family Offenses, NonViolent",6
2021-10,Forcible Fondling,10
2021-10,Forcible Rape,7
2021-10,Forcible Sodomy,6
2021-10,"Human Trafficking, Commercial Sex Acts",1
2021-10,Identity Theft,52
2021-10,Intimidation,2
2021-10,Liquor Law Violations,4
2021-10,Motor Vehicle Theft,127
2021-10,Pocket/picking,3
2021-10,Prostitution,1
2021-10,Purse-snatching,6
2021-10,Robbery,11
2021-10,Runaway,15
2021-10,Sexual Assault With An Object,2
2021-10,Shoplifting,70
2021-10,Simple Assault,127
2021-10,Theft From Motor Vehicle,342
2021-10,Theft from Building,76
2021-10,Theft of Motor Vehicle Parts or Accessories,114
2021-10,Trespass of Real Property,13
2021-10,Weapon Law Violations,9
2021-10,Welfare Fraud,1
2021-10,Wire Fraud,1
2021-11,Aggravated Assault,30
2021-11,All Other Offenses,299
2021-11,All other Larceny,107
2021-11,Animal Cruelty,1
2021-11,Assisting or Promoting Prostitution,3
2021-11,Burglary/Breaking and Entering,66
2021-11,Counterfeiting/Forgery,34
2021-11,Credit Card/Automatic Teller Machine Fraud,32
2021-11,Destruction/Damage/Vandalism of Property,145
2021-11,Disorderly Conduct,13
2021-11,Driving Under the Influence,39
2021-11,Drug Equipment Violations,3
2021-11,Drug/Narcotic Violations,26
2021-11,Embezzlement,3
2021-11,Extortion/Blackmail,6
2021-11,False Pretenses/Swindle/Confidence Game,33
2021-11,"Family Offenses, NonViolent",2
2021-11,Forcible Fondling,21
2021-11,Forcible Rape,7
2021-11,Forcible Sodomy,2
2021-11,From Coin/Operated Machine or Device,1
2021-11,"Human Trafficking, Commercial Sex Acts",1
2021-11,Identity Theft,41
2021-11,Impersonation,2
2021-11,Intimidation,2
2021-11,Liquor Law Violations,1
2021-11,Motor Vehicle Theft,65
2021-11,Pocket/picking,6
2021-11,Pornography/Obscene Material,1
2021-11,Prostitution,3
2021-11,Purse-snatching,1
2021-11,Robbery,17
2021-11,Runaway,13
2021-11,Sexual Assault With An Object,4
2021-11,Shoplifting,70
2021-11,Simple Assault,106
2021-11,Statuory Rape,1
2021-11,Theft From Motor Vehicle,207
2021-11,Theft from Building,74
2021-11,Theft of Motor Vehicle Parts or Accessories,113
2021-11,Trespass of Real Property,3
2021-11,Weapon Law Violations,14
2021-11,Welfare Fraud,2
2021-12,Aggravated Assault,19
2021-12,All Other Offenses,321
2021-12,All other Larceny,122
2021-12,Arson,1
2021-12,Burglary/Breaking and Entering,68
2021-12,Counterfeiting/Forgery,36
2021-12,Credit Card/Automatic Teller Machine Fraud,48
2021-12,Destruction/Damage/Vandalism of Property,131
2021-12,Disorderly Conduct,14
2021-12,Driving Under the Influence,49
2021-12,Drug Equipment Violations,2
2021-12,Drug/Narcotic Violations,24
2021-12,Embezzlement,3
2021-12,Extortion/Blackmail,3
2021-12,False Pretenses/Swindle/Confidence Game,33
2021-12,"Family Offenses, NonViolent",2
2021-12,Forcible Fondling,9
2021-12,Forcible Rape,7
2021-12,Forcible Sodomy,2
2021-12,Identity Theft,48
2021-12,Impersonation,1
2021-12,Liquor Law Violations,1
2021-12,Motor Vehicle Theft,81
2021-12,Murder and Nonnegligent Manslaughter,2
2021-12,Pocket/picking,2
2021-12,Pornography/Obscene Material,1
2021-12,Purse-snatching,3
2021-12,Robbery,14
2021-12,Runaway,18
2021-12,Sexual Assault With An Object,4
2021-12,Shoplifting,88
2021-12,Simple Assault,89
2021-12,Theft From Motor Vehicle,203
2021-12,Theft from Building,101
2021-12,Theft of Motor Vehicle Parts or Accessories,169
2021-12,Trespass of Real Property,6
2021-12,Weapon Law Violations,11
2021-12,Wire Fraud,3
2022-01,Aggravated Assault,17
2022-01,All Other Offenses,296
2022-01,All other Larceny,113
2022-01,Arson,1
2022-01,Assisting or Promoting Prostitution,1
2022-01,Burglary/Breaking and Entering,57
2022-01,Counterfeiting/Forgery,60
2022-01,Credit Card/Automatic Teller Machine Fraud,48
2022-01,Destruction/Damage/Vandalism of Property,120
2022-01,Disorderly Conduct,9
2022-01,Driving Under the Influence,23
2022-01,Drug Equipment Violations,3
2022-01,Drug/Narcotic Violations,30
2022-01,Embezzlement,3
2022-01,Extortion/Blackmail,3
2022-01,False Pretenses/Swindle/Confidence Game,53
2022-01,Forcible Fondling,15
2022-01,Forcible Rape,11
2022-01,Forcible Sodomy,2
2022-01,From Coin/Operated Machine or Device,1
2022-01,"Human Trafficking, Commercial Sex Acts",2
2022-01,Identity Theft,80
2022-01,Intimidation,1
2022-01,Kidnapping/Abduction,1
2022-01,Liquor Law Violations,1
2022-01,Motor Vehicle Theft,67
2022-01,Pocket/picking,10
2022-01,Prostitution,1
2022-01,Purse-snatching,2
2022-01,Robbery,20
2022-01,Runaway,11
2022-01,Sexual Assault With An Object,4
2022-01,Shoplifting,80
2022-01,Simple Assault,87
2022-01,Statuory Rape,1
2022-01,Stolen Property Offenses,1
2022-01,Theft From Motor Vehicle,167
2022-01,Theft from Building,96
2022-01,Theft of Motor Vehicle Parts or Accessories,114
2022-01,Trespass of Real Property,6
2022-01,Weapon Law Violations,15
2022-01,Welfare Fraud,1
2022-01,Wire Fraud,3
2022-02,Aggravated Assault,18
2022-02,All Other Offenses,308
2022-02,All other Larceny,82
2022-02,Assisting or Promoting Prostitution,3
2022-02,Burglary/Breaking and Entering,58
2022-02,Counterfeiting/Forgery,40
2022-02,Credit Card/Automatic Teller Machine Fraud,49
2022-02,Destruction/Damage/Vandalism of Property,138
2022-02,Disorderly Conduct,8
2022-02,Driving Under the Influence,31
2022-02,Drug Equipment Violations,1
2022-02,Drug/Narcotic Violations,42
2022-02,Embezzlement,4
2022-02,Extortion/Blackmail,3
2022-02,False Pretenses/Swindle/Confidence Game,51
2022-02,"Family Offenses, NonViolent",1
2022-02,Forcible Fondling,17
2022-02,Forcible Rape,6
2022-02,Forcible Sodomy,6
2022-02,"Human Trafficking, Commercial Sex Acts",1
2022-02,Identity Theft,68
2022-02,Impersonation,3
2022-02,Intimidation,1
2022-02,Kidnapping/Abduction,2
2022-02,Liquor Law Violations,4
2022-02,Motor Vehicle Theft,75
2022-02,Murder and Nonnegligent Manslaughter,2
2022-02,Pocket/picking,3
2022-02,Pornography/Obscene Material,1
2022-02,Prostitution,3
2022-02,Purse-snatching,2
2022-02,Robbery,14
2022-02,Runaway,15
2022-02,Sexual Assault With An Object,1
2022-02,Shoplifting,68
2022-02,Simple Assault,74
2022-02,Statuory Rape,1
2022-02,Theft From Motor Vehicle,155
2022-02,Theft from Building,76
2022-02,Theft of Motor Vehicle Parts or Accessories,147
2022-02,Trespass of Real Property,4
2022-02,Weapon Law Violations,10
2022-02,Welfare Fraud,1
2022-02,Wire Fraud,3
2022-03,Aggravated Assault,20
2022-03,All Other Offenses,321
2022-03,All other Larceny,108
2022-03,Assisting or Promoting Prostitution,2
2022-03,Burglary/Breaking and Entering,73
2022-03,Counterfeiting/Forgery,39
2022-03,Credit Card/Automatic Teller Machine Fraud,70
2022-03,Destruction/Damage/Vandalism of Property,178
2022-03,Disorderly Conduct,12
2022-03,Driving Under the Influence,38
2022-03,Drug Equipment Violations,6
2022-03,Drug/Narcotic Violations,47
2022-03,Embezzlement,1
2022-03,Extortion/Blackmail,1
2022-03,False Pretenses/Swindle/Confidence Game,38
2022-03,"Family Offenses, NonViolent",8
2022-03,Forcible Fondling,14
2022-03,Forcible Rape,11
2022-03,Forcible Sodomy,8
2022-03,From Coin/Operated Machine or Device,1
2022-03,"Human Trafficking, Commercial Sex Acts",2
2022-03,Identity Theft,65
2022-03,Impersonation,2
2022-03,Intimidation,1
2022-03,Liquor Law Violations,6
2022-03,Motor Vehicle Theft,82
2022-03,Pocket/picking,5
2022-03,Pornography/Obscene Material,3
2022-03,Prostitution,3
2022-03,Robbery,16
2022-03,Runaway,18
2022-03,Sexual Assault With An Object,3
2022-03,Shoplifting,69
2022-03,Simple Assault,82
2022-03,Stolen Property Offenses,2
2022-03,Theft From Motor Vehicle,197
2022-03,Theft from Building,91
2022-03,Theft of Motor Vehicle Parts or Accessories,144
2022-03,Trespass of Real Property,5
2022-03,Weapon Law Violations,20
2022-03,Wire Fraud,4
2022-04,Aggravated Assault,24
2022-04,All Other Offenses,315
2022-04,All other Larceny,102
2022-04,Arson,1
2022-04,Burglary/Breaking and Entering,55
2022-04,Counterfeiting/Forgery,37
2022-04,Credit Card/Automatic Teller Machine Fraud,52
2022-04,Destruction/Damage/Vandalism of Property,165
2022-04,Disorderly Conduct,14
2022-04,Driving Under the Influence,30
2022-04,Drug/Narcotic Violations,36
2022-04,Embezzlement,5
2022-04,Extortion/Blackmail,1
2022-04,False Pretenses/Swindle/Confidence Game,35
2022-04,"Family Offenses, NonViolent",1
2022-04,Forcible Fondling,11
2022-04,Forcible Rape,7
2022-04,Forcible Sodomy,3
2022-04,Identity Theft,41
2022-04,Impersonation,2
2022-04,Intimidation,2
2022-04,Liquor Law Violations,4
2022-04,Motor Vehicle Theft,64
2022-04,Pocket/picking,3
2022-04,Prostitution,1
2022-04,Purse-snatching,1
2022-04,Robbery,14
2022-04,Runaway,16
2022-04,Sexual Assault With An Object,2
2022-04,Shoplifting,77
2022-04,Simple Assault,93
2022-04,Statuory Rape,3
2022-04,Stolen Property Offenses,3
2022-04,Theft From Motor Vehicle,154
2022-04,Theft from Building,92
2022-04,Theft of Motor Vehicle Parts or Accessories,133
2022-04,Trespass of Real Property,8
2022-04,Weapon Law Violations,11
2022-04,Wire Fraud,2
2022-05,Aggravated Assault,23
2022-05,All Other Offenses,325
2022-05,All other Larceny,121
2022-05,Burglary/Breaking and Entering,57
2022-05,Counterfeiting/Forgery,29
2022-05,Credit Card/Automatic Teller Machine Fraud,50
2022-05,Destruction/Damage/Vandalism of Property,187
2022-05,Disorderly Conduct,18
2022-05,Driving Under the Influence,26
2022-05,Drug Equipment Violations,6
2022-05,Drug/Narcotic Violations,38
2022-05,Embezzlement,1
2022-05,Extortion/Blackmail,3
2022-05,False Pretenses/Swindle/Confidence Game,40
2022-05,"Family Offenses, NonViolent",3
2022-05,Forcible Fondling,11
2022-05,Forcible Rape,13
2022-05,Forcible Sodomy,1
2022-05,Identity Theft,60
2022-05,Impersonation,4
2022-05,Liquor Law Violations,9
2022-05,Motor Vehicle Theft,77
2022-05,Pocket/picking,11
2022-05,Prostitution,3
2022-05,Purse-snatching,1
2022-05,Robbery,9
2022-05,Runaway,13
2022-05,Sexual Assault With An Object,1
2022-05,Shoplifting,71
2022-05,Simple Assault,87
2022-05,Statuory Rape,2
2022-05,Theft From Motor Vehicle,270
2022-05,Theft from Building,86
2022-05,Theft of Motor Vehicle Parts or Accessories,136
2022-05,Trespass of Real Property,14
2022-05,Weapon Law Violations,8
2022-06,Aggravated Assault,20
2022-06,All Other Offenses,323
2022-06,All other Larceny,137
2022-06,Arson,2
2022-06,Assisting or Promoting Prostitution,1
2022-06,Burglary/Breaking and Entering,54
2022-06,Counterfeiting/Forgery,25
2022-06,Credit Card/Automatic Teller Machine Fraud,45
2022-06,Destruction/Damage/Vandalism of Property,142
2022-06,Disorderly Conduct,10
2022-06,Driving Under the Influence,34
2022-06,Drug Equipment Violations,2
2022-06,Drug/Narcotic Violations,25
2022-06,Embezzlement,6
2022-06,Extortion/Blackmail,2
2022-06,False Pretenses/Swindle/Confidence Game,43
2022-06,"Family Offenses, NonViolent",3
2022-06,Forcible Fondling,13
2022-06,Forcible Rape,7
2022-06,Forcible Sodomy,4
2022-06,Identity Theft,45
2022-06,Impersonation,2
2022-06,Intimidation,4
2022-06,Kidnapping/Abduction,1
2022-06,Liquor Law Violations,6
2022-06,Motor Vehicle Theft,83
2022-06,Murder and Nonnegligent Manslaughter,1
2022-06,Pocket/picking,3
2022-06,Prostitution,1
2022-06,Purse-snatching,1
2022-06,Robbery,17
2022-06,Runaway,12
2022-06,Sexual Assault With An Object,2
2022-06,Shoplifting,74
2022-06,Simple Assault,75
2022-06,Theft From Motor Vehicle,201
2022-06,Theft from Building,79
2022-06,Theft of Motor Vehicle Parts or Accessories,158
2022-06,Trespass of Real Property,7
2022-06,Weapon Law Violations,10
2022-06,Wire Fraud,1
2022-07,Aggravated Assault,20
2022-07,All Other Offenses,337
2022-07,All other Larceny,127
2022-07,Arson,2
2022-07,Burglary/Breaking and Entering,85
2022-07,Counterfeiting/Forgery,24
2022-07,Credit Card/Automatic Teller Machine Fraud,67
2022-07,Destruction/Damage/Vandalism of Property,144
2022-07,Disorderly Conduct,14
2022-07,Driving Under the Influence,26
2022-07,Drug Equipment Violations,2
2022-07,Drug/Narcotic Violations,28
2022-07,Embezzlement,2
2022-07,Extortion/Blackmail,5
2022-07,False Pretenses/Swindle/Confidence Game,45
2022-07,"Family Offenses, NonViolent",2
2022-07,Forcible Fondling,7
2022-07,Forcible Rape,8
2022-07,Forcible Sodomy,1
2022-07,From Coin/Operated Machine or Device,1
2022-07,Identity Theft,51
2022-07,Intimidation,1
2022-07,Liquor Law Violations,4
2022-07,Motor Vehicle Theft,76
2022-07,Pocket/picking,8
2022-07,Prostitution,1
2022-07,Purse-snatching,1
2022-07,Robbery,21
2022-07,Runaway,15
2022-07,Sexual Assault With An Object,2
2022-07,Shoplifting,76
2022-07,Simple Assault,80
2022-07,Statuory Rape,2
2022-07,Theft From Motor Vehicle,224
2022-07,Theft from Building,90
2022-07,Theft of Motor Vehicle Parts or Accessories,143
2022-07,Trespass of Real Property,14
2022-07,Weapon Law Violations,13
2022-07,Wire Fraud,1
2022-08,Aggravated Assault,25
2022-08,All Other Offenses,307
2022-08,All other Larceny,136
2022-08,Arson,1
2022-08,Assisting or Promoting Prostitution,1
2022-08,Burglary/Breaking and Entering,67
2022-08,Counterfeiting/Forgery,25
2022-08,Credit Card/Automatic Teller Machine Fraud,73
2022-08,Destruction/Damage/Vandalism of Property,163
2022-08,Disorderly Conduct,10
2022-08,Driving Under the Influence,22
2022-08,Drug Equipment Violations,4
2022-08,Drug/Narcotic Violations,17
2022-08,Embezzlement,3
2022-08,Extortion/Blackmail,4
2022-08,False Pretenses/Swindle/Confidence Game,49
2022-08,"Family Offenses, NonViolent",3
2022-08,Forcible Fondling,10
2022-08,Forcible Rape,10
2022-08,Forcible Sodomy,5
2022-08,"Human Trafficking, Commercial Sex Acts",1
2022-08,Identity Theft,47
2022-08,Impersonation,2
2022-08,Intimidation,2
2022-08,Liquor Law Violations,7
2022-08,Motor Vehicle Theft,89
2022-08,Pocket/picking,6
2022-08,Prostitution,1
2022-08,Purse-snatching,4
2022-08,Robbery,11
2022-08,Runaway,6
2022-08,Sexual Assault With An Object,2
2022-08,Shoplifting,93
2022-08,Simple Assault,82
2022-08,Stolen Property Offenses,1
2022-08,Theft From Motor Vehicle,256
2022-08,Theft from Building,98
2022-08,Theft of Motor Vehicle Parts or Accessories,192
2022-08,Trespass of Real Property,12
2022-08,Weapon Law Violations,8
2022-08,Welfare Fraud,1
2022-08,Wire Fraud,3
2022-09,Aggravated Assault,21
2022-09,All Other Offenses,330
2022-09,All other Larceny,129
2022-09,Animal Cruelty,1
2022-09,Arson,1
2022-09,Burglary/Breaking and Entering,69
2022-09,Counterfeiting/Forgery,43
2022-09,Credit Card/Automatic Teller Machine Fraud,89
2022-09,Curfew/Loitering/Vagrancy Violations,1
2022-09,Destruction/Damage/Vandalism of Property,154
2022-09,Disorderly Conduct,17
2022-09,Driving Under the Influence,28
2022-09,Drug Equipment Violations,4
2022-09,Drug/Narcotic Violations,32
2022-09,Embezzlement,3
2022-09,Extortion/Blackmail,3
2022-09,False Pretenses/Swindle/Confidence Game,42
2022-09,"Family Offenses, NonViolent",2
2022-09,Forcible Fondling,12
2022-09,Forcible Rape,6
2022-09,Forcible Sodomy,3
2022-09,From Coin/Operated Machine or Device,1
2022-09,Identity Theft,39
2022-09,Intimidation,2
2022-09,Liquor Law Violations,4
2022-09,Motor Vehicle Theft,110
2022-09,Murder and Nonnegligent Manslaughter,1
2022-09,Pocket/picking,2
2022-09,Purse-snatching,1
2022-09,Robbery,21
2022-09,Runaway,9
2022-09,Sexual Assault With An Object,3
2022-09,Shoplifting,99
2022-09,Simple Assault,95
2022-09,Statuory Rape,1
2022-09,Theft From Motor Vehicle,264
2022-09,Theft from Building,77
2022-09,Theft of Motor Vehicle Parts or Accessories,166
2022-09,Trespass of Real Property,4
2022-09,Weapon Law Violations,14
2022-09,Wire Fraud,4
2022-10,Aggravated Assault,18
2022-10,All Other Offenses,333
2022-10,All other Larceny,118
2022-10,Animal Cruelty,1
2022-10,Arson,3
2022-10,Assisting or Promoting Prostitution,1
2022-10,Burglary/Breaking and Entering,51
2022-10,Counterfeiting/Forgery,27
2022-10,Credit Card/Automatic Teller Machine Fraud,100
2022-10,Destruction/Damage/Vandalism of Property,182
2022-10,Disorderly Conduct,10
2022-10,Driving Under the Influence,24
2022-10,Drug Equipment Violations,5
2022-10,Drug/Narcotic Violations,37
2022-10,Embezzlement,4
2022-10,Extortion/Blackmail,3
2022-10,False Pretenses/Swindle/Confidence Game,46
2022-10,"Family Offenses, NonViolent",1
2022-10,Forcible Fondling,8
2022-10,Forcible Rape,11
2022-10,Forcible Sodomy,2
2022-10,"Human Trafficking, Commercial Sex Acts",1
2022-10,Identity Theft,45
2022-10,Impersonation,1
2022-10,Intimidation,2
2022-10,Liquor Law Violations,1
2022-10,Motor Vehicle Theft,83
2022-10,Pocket/picking,6
2022-10,Pornography/Obscene Material,4
2022-10,Prostitution,1
2022-10,Purse-snatching,4
2022-10,Robbery,14
2022-10,Runaway,7
2022-10,Sexual Assault With An Object,5
2022-10,Shoplifting,111
2022-10,Simple Assault,75
2022-10,Theft From Motor Vehicle,279
2022-10,Theft from Building,91
2022-10,Theft of Motor Vehicle Parts or Accessories,152
2022-10,Trespass of Real Property,10
2022-10,Weapon Law Violations,16
2022-10,Welfare Fraud,2
2022-10,Wire Fraud,1
2022-11,Aggravated Assault,18
2022-11,All Other Offenses,342
2022-11,All other Larceny,105
2022-11,Assisting or Promoting Prostitution,2
2022-11,Burglary/Breaking and Entering,60
2022-11,Counterfeiting/Forgery,28
2022-11,Credit Card/Automatic Teller Machine Fraud,89
2022-11,Destruction/Damage/Vandalism of Property,150
2022-11,Disorderly Conduct,14
2022-11,Driving Under the Influence,22
2022-11,Drug Equipment Violations,9
2022-11,Drug/Narcotic Violations,34
2022-11,Embezzlement,2
2022-11,Extortion/Blackmail,4
2022-11,False Pretenses/Swindle/Confidence Game,41
2022-11,"Family Offenses, NonViolent",2
2022-11,Forcible Fondling,17
2022-11,Forcible Rape,6
2022-11,Forcible Sodomy,2
2022-11,From Coin/Operated Machine or Device,1
2022-11,"Human Trafficking, Commercial Sex Acts",2
2022-11,Identity Theft,40
2022-11,Intimidation,2
2022-11,Liquor Law Violations,4
2022-11,Motor Vehicle Theft,126
2022-11,Murder and Nonnegligent Manslaughter,1
2022-11,Negligent Manslaughter,1
2022-11,Pocket/picking,5
2022-11,Prostitution,2
2022-11,Purse-snatching,2
2022-11,Robbery,7
2022-11,Runaway,16
2022-11,Sexual Assault With An Object,2
2022-11,Shoplifting,73
2022-11,Simple Assault,88
2022-11,Statuory Rape,2
2022-11,Stolen Property Offenses,1
2022-11,Theft From Motor Vehicle,223
2022-11,Theft from Building,91
2022-11,Theft of Motor Vehicle Parts or Accessories,162
2022-11,Trespass of Real Property,9
2022-11,Weapon Law Violations,11
2022-11,Welfare Fraud,1
2022-11,Wire Fraud,4
2022-12,Aggravated Assault,12
2022-12,All Other Offenses,327
2022-12,All other Larceny,123
2022-12,Assisting or Promoting Prostitution,1
2022-12,Burglary/Breaking and Entering,58
2022-12,Counterfeiting/Forgery,23
2022-12,Credit Card/Automatic Teller Machine Fraud,67
2022-12,Destruction/Damage/Vandalism of Property,152
2022-12,Disorderly Conduct,11
2022-12,Driving Under the Influence,19
2022-12,Drug Equipment Violations,10
2022-12,Drug/Narcotic Violations,42
2022-12,Embezzlement,1
2022-12,Extortion/Blackmail,6
2022-12,False Pretenses/Swindle/Confidence Game,45
2022-12,"Family Offenses, NonViolent",2
2022-12,Forcible Fondling,5
2022-12,Forcible Rape,7
2022-12,Forcible Sodomy,3
2022-12,From Coin/Operated Machine or Device,1
2022-12,"Human Trafficking, Commercial Sex Acts",1
2022-12,Identity Theft,48
2022-12,Impersonation,3
2022-12,Intimidation,2
2022-12,Liquor Law Violations,3
2022-12,Motor Vehicle Theft,163
2022-12,Murder and Nonnegligent Manslaughter,2
2022-12,Pocket/picking,8
2022-12,Pornography/Obscene Material,1
2022-12,Prostitution,1
2022-12,Purse-snatching,2
2022-12,Robbery,11
2022-12,Runaway,14
2022-12,Shoplifting,85
2022-12,Simple Assault,80
2022-12,Statuory Rape,1
2022-12,Stolen Property Offenses,1
2022-12,Theft From Motor Vehicle,251
2022-12,Theft from Building,108
2022-12,Theft of Motor Vehicle Parts or Accessories,176
2022-12,Trespass of Real Property,11
2022-12,Weapon Law Violations,13
2022-12,Wire Fraud,2
2023-01,Aggravated Assault,19
2023-01,All Other Offenses,360
2023-01,All other Larceny,91
2023-01,Arson,3
2023-01,Assisting or Promoting Prostitution,2
2023-01,Burglary/Breaking and Entering,68
2023-01,Counterfeiting/Forgery,21
2023-01,Credit Card/Automatic Teller Machine Fraud,43
2023-01,Destruction/Damage/Vandalism of Property,134
2023-01,Disorderly Conduct,8
2023-01,Driving Under the Influence,28
2023-01,Drug Equipment Violations,7
2023-01,Drug/Narcotic Violations,39
2023-01,Embezzlement,3
2023-01,Extortion/Blackmail,4
2023-01,False Pretenses/Swindle/Confidence Game,34
2023-01,"Family Offenses, NonViolent",7
2023-01,Forcible Fondling,11
2023-01,Forcible Rape,9
2023-01,Forcible Sodomy,4
2023-01,From Coin/Operated Machine or Device,1
2023-01,"Human Trafficking, Commercial Sex Acts",2
2023-01,Identity Theft,69
2023-01,Impersonation,3
2023-01,Kidnapping/Abduction,1
2023-01,Liquor Law Violations,6
2023-01,Motor Vehicle Theft,162
2023-01,Murder and Nonnegligent Manslaughter,1
2023-01,Pocket/picking,7
2023-01,Pornography/Obscene Material,2
2023-01,Prostitution,2
2023-01,Purse-snatching,4
2023-01,Robbery,24
2023-01,Runaway,11
2023-01,Sexual Assault With An Object,4
2023-01,Shoplifting,94
2023-01,Simple Assault,97
2023-01,Stolen Property Offenses,1
2023-01,Theft From Motor Vehicle,246
2023-01,Theft from Building,86
2023-01,Theft of Motor Vehicle Parts or Accessories,119
2023-01,Trespass of Real Property,8
2023-01,Weapon Law Violations,19
2023-01,Wire Fraud,2
2023-02,Aggravated Assault,8
2023-02,All Other Offenses,323
2023-02,All other Larceny,89
2023-02,Assisting or Promoting Prostitution,1
2023-02,Burglary/Breaking and Entering,63
2023-02,Counterfeiting/Forgery,13
2023-02,Credit Card/Automatic Teller Machine Fraud,45
2023-02,Destruction/Damage/Vandalism of Property,155
2023-02,Disorderly Conduct,11
2023-02,Driving Under the Influence,14
2023-02,Drug Equipment Violations,12
2023-02,Drug/Narcotic Violations,42
2023-02,Embezzlement,3
2023-02,Extortion/Blackmail,7
2023-02,False Pretenses/Swindle/Confidence Game,28
2023-02,"Family Offenses, NonViolent",1
2023-02,Forcible Fondling,9
2023-02,Forcible Rape,5
2023-02,Forcible Sodomy,3
2023-02,From Coin/Operated Machine or Device,1
2023-02,"Human Trafficking, Commercial Sex Acts",2
2023-02,Identity Theft,44
2023-02,Impersonation,2
2023-02,Intimidation,1
2023-02,Kidnapping/Abduction,1
2023-02,Liquor Law Violations,1
2023-02,Motor Vehicle Theft,164
2023-02,Murder and Nonnegligent Manslaughter,1
2023-02,Pocket/picking,2
2023-02,Prostitution,1
2023-02,Purse-snatching,2
2023-02,Robbery,12
2023-02,Runaway,20
2023-02,Sexual Assault With An Object,1
2023-02,Shoplifting,105
2023-02,Simple Assault,94
2023-02,Statuory Rape,1
2023-02,Stolen Property Offenses,1
2023-02,Theft From Motor Vehicle,224
2023-02,Theft from Building,65
2023-02,Theft of Motor Vehicle Parts or Accessories,131
2023-02,Trespass of Real Property,16
2023-02,Weapon Law Violations,21
2023-02,Wire Fraud,1
2023-03,Aggravated Assault,20
2023-03,All Other Offenses,371
2023-03,All other Larceny,92
2023-03,Arson,1
2023-03,Assisting or Promoting Prostitution,1
2023-03,Burglary/Breaking and Entering,61
2023-03,Counterfeiting/Forgery,14
2023-03,Credit Card/Automatic Teller Machine Fraud,41
2023-03,Destruction/Damage/Vandalism of Property,163
2023-03,Disorderly Conduct,5
2023-03,Driving Under the Influence,21
2023-03,Drug Equipment Violations,10
2023-03,Drug/Narcotic Violations,43
2023-03,Embezzlement,4
2023-03,Extortion/Blackmail,2
2023-03,False Pretenses/Swindle/Confidence Game,49
2023-03,"Family Offenses, NonViolent",1
2023-03,Forcible Fondling,14
2023-03,Forcible Rape,8
2023-03,Forcible Sodomy,2
2023-03,"Human Trafficking, Commercial Sex Acts",1
2023-03,Identity Theft,53
2023-03,Intimidation,2
2023-03,Kidnapping/Abduction,1
2023-03,Liquor Law Violations,6
2023-03,Motor Vehicle Theft,156
2023-03,Murder and Nonnegligent Manslaughter,2
2023-03,Pocket/picking,11
2023-03,Prostitution,1
2023-03,Purse-snatching,2
2023-03,Robbery,22
2023-03,Runaway,16
2023-03,Sexual Assault With An Object,3
2023-03,Shoplifting,98
2023-03,Simple Assault,88
2023-03,Stolen Property Offenses,2
2023-03,Theft From Motor Vehicle,213
2023-03,Theft from Building,86
2023-03,Theft of Motor Vehicle Parts or Accessories,175
2023-03,Trespass of Real Property,10
2023-03,Weapon Law Violations,13
2023-03,Welfare Fraud,2
2023-03,Wire Fraud,3
2023-04,Aggravated Assault,17
2023-04,All Other Offenses,328
2023-04,All other Larceny,110
2023-04,Arson,1
2023-04,Burglary/Breaking and Entering,54
2023-04,Counterfeiting/Forgery,26
2023-04,Credit Card/Automatic Teller Machine Fraud,44
2023-04,Destruction/Damage/Vandalism of Property,181
2023-04,Disorderly Conduct,11
2023-04,Driving Under the Influence,15
2023-04,Drug Equipment Violations,8
2023-04,Drug/Narcotic Violations,42
2023-04,Embezzlement,2
2023-04,Extortion/Blackmail,2
2023-04,False Pretenses/Swindle/Confidence Game,31
2023-04,"Family Offenses, NonViolent",1
2023-04,Forcible Fondling,9
2023-04,Forcible Rape,10
2023-04,Forcible Sodomy,2
2023-04,From Coin/Operated Machine or Device,1
2023-04,Identity Theft,54
2023-04,Impersonation,3
2023-04,Intimidation,3
2023-04,Liquor Law Violations,7
2023-04,Motor Vehicle Theft,141
2023-04,Pocket/picking,8
2023-04,Pornography/Obscene Material,2
2023-04,Prostitution,1
2023-04,Robbery,15
2023-04,Runaway,14
2023-04,Sexual Assault With An Object,5
2023-04,Shoplifting,112
2023-04,Simple Assault,71
2023-04,Statuory Rape,1
2023-04,Theft From Motor Vehicle,203
2023-04,Theft from Building,71
2023-04,Theft of Motor Vehicle Parts or Accessories,207
2023-04,Trespass of Real Property,16
